measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,South Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2019,0.4121287030134323,0.6659463559970602,0.23572943254510356
Deaths,Oceania,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,35.752547479840764,60.74358029347454,19.292676258336247
Deaths,Oceania,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.2627334299017225,0.44638411302058995,0.14177538001157253
Deaths,Oceania,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.2662713112041533,0.44395185341669857,0.1458394898173357
Deaths,Southern Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,0.2052852345048735,0.24518150519372864,0.1689264866689198
Deaths,Southern Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.0003047620948374589,0.000363991250118226,0.000250784670777332
Deaths,Southern Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.00031900008469052825,0.0003858967150431877,0.0002605066060631433
Deaths,Western Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,50.34230244200197,59.04536218245946,41.80369207201413
Deaths,Western Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.01152185299198107,0.013513724043677702,0.009567619501128194
Deaths,Western Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.004807640067770346,0.005591419125245568,0.0040842740601029475
Deaths,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,47.82640459198032,81.98122959558026,27.33318104305946
Deaths,Tropical Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.021182015007182562,0.036308973054019776,0.012105694667777884
Deaths,Tropical Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.02232518106831352,0.038392126973241625,0.012553414764215912
Deaths,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,4753.121609835763,7578.859243538495,2578.248488023327
Deaths,Central Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,3.5578730563954637,5.6730337058914495,1.9299066132136045
Deaths,Central Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,3.6682991970799765,5.776933209324426,2.0294065013031113
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2019,4355.559586307557,6682.20491795577,2568.5571524497545
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2019,1.0703824165735438,1.6421574556358425,0.6312250716508261
Deaths,Eastern Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2019,0.9204000931142474,1.4076375257295755,0.5355024601788474
Deaths,Andean Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,25.738769357146168,43.58386888193739,13.439926495681693
Deaths,Andean Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.03947414903648523,0.06684220647692153,0.020612083436018964
Deaths,Andean Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.04123520615745865,0.07046498234371008,0.021643124601724757
Deaths,North Africa and Middle East,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,1037.025352864546,1698.6548596401212,571.8512885455045
Deaths,North Africa and Middle East,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.1686373156025371,0.27622911520305976,0.09299239016460374
Deaths,North Africa and Middle East,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.17569083734434163,0.2868195046357774,0.0978818275331164
Deaths,Central Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,16.76309658782449,26.64069298366062,10.346671328549625
Deaths,Central Latin America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.006654445892413406,0.010575555003657838,0.004107317771611913
Deaths,Central Latin America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.0070584577117062675,0.011365527191197194,0.0043276130350074484
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2021,590.2105488239688,1047.4810589458316,304.2807413695911
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.04007472873774282,0.0711229566784611,0.02066036975246021
Deaths,East Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.03600517824665845,0.06261804258945726,0.018649921635947846
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2021,1451.205604854348,2355.9695055355846,805.7773311848705
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.20781838654237444,0.3373841582100152,0.11539050312313733
Deaths,Southeast Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.22788431621466473,0.3704185433667224,0.12499990186484865
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2021,13.94508036463815,18.923385470571255,9.98352325780502
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.012098402283530445,0.016417455045281602,0.008661454607762072
Deaths,Central Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.007618990301552801,0.010766150755963294,0.005354385943228618
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2021,23.06851328009865,39.541708087831665,13.963677804697577
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.01115718758837791,0.019124520481405317,0.006753593991906072
Deaths,Eastern Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.00962824694926152,0.01634889698715764,0.0058431527592065656
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2021,3.1189552727967604,4.050121332700105,2.342047540358344
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.01007366990434321,0.01308117039510302,0.007564396330920475
Deaths,Australasia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.0057657214045078314,0.007467494972304274,0.004410364129855677
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2021,10.08641594128518,18.02023196308762,5.073123935921343
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.005438993716410561,0.009717220565366247,0.002735628727852404
Deaths,High-income Asia Pacific,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.003626420542078854,0.006789774936125797,0.0017157896808513641
Deaths,Low-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,13826.081671266758,21611.81566299032,8010.1760105968815
Deaths,Low-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.7278184863015192,1.137667152274526,0.42166351376016536
Deaths,Low-middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.7302562640088278,1.1383908707392556,0.4260683544265229
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2021,4031.160405946597,6238.360118079474,2352.284056889514
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.9460646210709588,1.4640677142266074,0.5520526351790914
Deaths,Eastern Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.8341048071752796,1.2927826113883014,0.48415991961491445
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2021,6597.987293982699,10607.810449201585,3682.6244379933323
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.3573101616011082,0.5744598006872246,0.1994303829981031
Deaths,South Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2021,0.3679007382548581,0.5890841258316725,0.21015132645150084
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1996,799.5124776808668,1348.4096915271493,427.50195423720845
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.062274547110497326,0.10502850825147057,0.03329840538098685
Deaths,East Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.06993305504534184,0.11664775651389254,0.03740006191697376
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1996,9.664056796857999,16.73848150609606,5.09325595859041
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.005440338563977857,0.009422855054996297,0.0028672261960151443
Deaths,High-income Asia Pacific,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.005310923418029576,0.009433815674418342,0.0026825642487861437
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1996,1796.7053317334023,2774.3114456088733,986.7062705098598
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.3501853709374504,0.5407248843299557,0.19231317191642538
Deaths,Southeast Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.3817290333088653,0.5934548336787505,0.21305638126695825
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1996,30.903675403081003,37.76766367731247,25.34363114292751
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.02487191033703434,0.030396188555867815,0.020397072942945835
Deaths,Central Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.026226060904349403,0.03148370969522942,0.02170328741996473
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1996,2.0399091647584373,2.4309976345009954,1.69407510640487
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.009359568184438673,0.01115397122058403,0.007772802702141014
Deaths,Australasia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.008047546837434303,0.009515588533814975,0.006740277221867772
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1996,32.43825060256262,50.41880109319097,21.05800375062842
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.014474287062795091,0.022497396956639867,0.009396301760857985
Deaths,Eastern Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.015516734678557104,0.022736484224578003,0.010658903257947808
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1996,7736.321271791102,12523.679745502626,4373.220992648443
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,3.4683620712918897,5.614639606642322,1.96061064263011
Deaths,Eastern Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,2.975300650727804,4.688454321203176,1.6633339451604414
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1996,7856.071417285846,12806.895257316532,4272.760715388065
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.6401100677055129,1.0435015359229662,0.3481431119374197
Deaths,South Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1996,0.5895689460097662,0.9419664813087296,0.32086426881371183
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2015,37.082208268417816,41.43743670722921,33.092443439439144
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,0.010380847013849689,0.011600055961882448,0.00926394647731559
Deaths,High-income North America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,0.007207619629098983,0.007966867124879743,0.006517964316000716
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2015,8.246285877066102,14.202846208418647,4.289695553679535
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,0.018093215445088115,0.031162533074077604,0.00941204161529437
Deaths,Caribbean,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,0.018645740048719744,0.032065741643503586,0.009655685663399286
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2002,29.43096354640604,46.23800397914321,18.73554617010386
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.013476717700311296,0.021172821123244426,0.00857918451421109
Deaths,Eastern Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.013836944972497257,0.020521302710826167,0.009323417561293392
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2002,1700.5824465070398,2648.0905672945664,946.9862805126631
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.30513043988493,0.475138998002341,0.1699149258722084
Deaths,Southeast Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.3375209600882011,0.5216411528507013,0.18933284016792662
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2002,12.30268610864118,18.151298623622306,8.38920542685849
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.010114779273354585,0.014923275899376951,0.006897271085531599
Deaths,Central Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.009660981927518663,0.013895023954033622,0.0066568205663150425
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2002,701.3585373238807,1173.1838279875933,373.537128143969
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.05322881427620755,0.08903746196642404,0.0283491785743552
Deaths,East Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.05959541568704619,0.10079401314257144,0.03191381204341415
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2002,9.249581073896401,15.883044374386785,5.007719491862036
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.005105711910073511,0.008767342886413733,0.0027642303848834453
Deaths,High-income Asia Pacific,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.004630294441667762,0.008363475732670624,0.0023062539545184147
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2002,8315.083024927402,13592.814444744312,4908.9465594432695
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,3.154715162743011,5.157069112194641,1.8624381858539556
Deaths,Eastern Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,2.6656958853334496,4.181073668194279,1.5552053188876442
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2002,7566.815892032117,12192.053300980313,4095.561096309547
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.5499566384168543,0.8861191740989421,0.2976656291226818
Deaths,South Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.5151809797107795,0.8181212945876781,0.28130695480379664
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2002,0.9240699313482629,1.097918308251887,0.7803835273693442
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.003971871016505268,0.004719112438463999,0.0033542728845142684
Deaths,Australasia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2002,0.003074109702057816,0.003616873462675841,0.002622772059200088
Deaths,Western Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2015,44956.05254175122,70975.03391845948,26267.999755687957
Deaths,Western Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,10.911468289871236,17.22664220250594,6.3756141869072
Deaths,Western Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,8.205468620028322,12.767878026388951,4.738119402634267
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1993,880.6543788081581,1516.4951144934075,475.5013879986697
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.06990487087206404,0.12037684443271354,0.03774450445874091
Deaths,East Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.07710617934793604,0.12912277619563117,0.041768474919924484
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1993,2.120687544986373,2.52347989942992,1.759819632486399
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.010077125185687399,0.011991121893576517,0.008362345873498198
Deaths,Australasia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.009073435153638893,0.01085958090105157,0.007590418193993242
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1993,1870.1516483078344,2897.469751149403,1057.231114348598
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.3818877723555371,0.591667670231555,0.21588817970396526
Deaths,Southeast Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.4113726302253739,0.627674108145928,0.23212047217649978
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1993,34.65965193763212,52.94315624750428,22.98461762628167
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.015289056480811504,0.023354271058378697,0.010138968438298857
Deaths,Eastern Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.01606189651895916,0.023330784288115466,0.011136301608100184
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1993,43.44428226522715,50.98932447678826,36.8362253632004
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.034694421920416774,0.040719861040279436,0.029417255345690306
Deaths,Central Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.03742679265594295,0.04352248661499029,0.03177811328684116
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1993,13.8073275294168,21.164063025131085,8.946689433225254
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.0078611259387505,0.01204964280464459,0.00509374838973221
Deaths,High-income Asia Pacific,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.007782325274333256,0.012212251900796691,0.005012818552790973
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1993,7570.502080442819,12210.352413506123,4059.0025065643954
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.6537494175337418,1.0544229026543546,0.3505144700097958
Deaths,South Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,0.5985604749758439,0.953101036642885,0.3267813121419374
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,1993,7908.863663825793,12912.204015439884,4421.727462561759
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,3.817950781040439,6.233279710103751,2.1345592156875317
Deaths,Eastern Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,1993,3.2356843049863895,5.083149961281769,1.8100922239355257
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,9.895477827766866,17.576996751407442,5.013990223689727
Deaths,High-income Asia Pacific,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.005321744747713929,0.009452832068393082,0.0026965020388541906
Deaths,High-income Asia Pacific,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.0037341288879609645,0.006992279360101593,0.0017461916566379808
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,4157.073226067657,6454.58517328834,2413.0398425592334
Deaths,Eastern Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.9977392074725181,1.5491650844583325,0.5791537288824933
Deaths,Eastern Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.8687160809789223,1.347906401009813,0.5036127344922154
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,584.7744523893242,1027.2078133052712,306.03812784080964
Deaths,East Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.0397948823284495,0.06990321463313882,0.020826407917929644
Deaths,East Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.03629988929506596,0.06387106155011796,0.018252851550827752
Deaths,High-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2015,431.014472308382,705.1442643296468,246.23716012979153
Deaths,High-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,0.03401685426719103,0.05565193564982009,0.019433717727485252
Deaths,High-middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,0.03534161597771982,0.0583946004794002,0.019705575370887973
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,6989.036790425854,11461.11800604018,3950.6917759646726
Deaths,South Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.38233842854876554,0.6269856604338119,0.21612438603443473
Deaths,South Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.3931711157982347,0.6403632344937843,0.22649380141478054
Deaths,High SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2015,212.532444868086,299.9357289245522,152.47469414944865
Deaths,High SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,0.01997597455180867,0.02819102980673765,0.014331132416110271
Deaths,High SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,0.015686831485769933,0.02356623234359237,0.010465655320456383
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,1451.4952549165198,2322.3603345938536,798.6980858404489
Deaths,Southeast Asia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.20980628920327826,0.3356854266961022,0.11544776396363998
Deaths,Southeast Asia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.2308903804007748,0.3722060382713222,0.12721105604928812
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,23.216093724035147,38.43514819169495,14.069389615641331
Deaths,Eastern Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.011157753196040721,0.018472095378052503,0.006761808373806798
Deaths,Eastern Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.009699754937050178,0.015605469219561352,0.005938731440816713
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,3.00975842649157,3.8637914856059066,2.286386372009538
Deaths,Australasia,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.009880110242327555,0.012683637827921144,0.007505502505841339
Deaths,Australasia,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.005863373510810757,0.0074933925248336815,0.004564172872927403
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2020,14.47402346354828,19.286138726179168,10.504754079994774
Deaths,Central Europe,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.012487188781704314,0.01663874980930138,0.009062777024828458
Deaths,Central Europe,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2020,0.007966419814503864,0.01096426485718896,0.005718122467399052
Deaths,Middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2015,4204.9739819196775,6452.878435784089,2382.330495220992
Deaths,Middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,0.1817668773945294,0.27893622374888094,0.10298013183910219
Deaths,Middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2015,0.20467911483419216,0.31322848703770506,0.11508364469083673
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2016,39.16086318369447,43.86595023323401,34.81335096293782
Deaths,High-income North America,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2016,0.010883184562085611,0.012190773991374255,0.009674968653705996
Deaths,High-income North America,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2016,0.007490255446350195,0.008292187498547637,0.006791423669121197
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2016,8.151041762946061,14.474217325449073,4.211757749870553
Deaths,Caribbean,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2016,0.01774919599456754,0.03151814548972525,0.009171258835149442
Deaths,Caribbean,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2016,0.018285112089779794,0.031649242263499355,0.009377720777212072
Deaths,Western Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2016,46049.657492493,74035.03322757833,26990.408639637855
Deaths,Western Sub-Saharan Africa,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2016,10.849619034108077,17.443167863467902,6.359127673483955
Deaths,Western Sub-Saharan Africa,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2016,8.168208827229886,12.769855060076782,4.754967391810232
Deaths,High-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Number,2016,426.87549297267736,703.1927653235628,241.3282488654779
Deaths,High-middle SDI,Both,All ages,Invasive Non-typhoidal Salmonella (iNTS),Rate,2016,0.03346684120765927,0.05512998755579717,0.018920023090246534
Deaths,High-middle SDI,Both,Age-standardized,Invasive Non-typhoidal Salmonella (iNTS),Rate,2016,0.03417620335117656,0.0573147210700458,0.019085387997532437
